input_shapes,input_contiguous,contiguous,output_shape,dtype,Name,meta,module_path,linear_weight_trainable,lora_rank,_input_nodes,users
"[[4, 40, 512, 128], [1, 1, 512, 128]]","[False, True]",False,"(4, 40, 512, 128)",torch.float32,mul_5,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose', 'unsqueeze_1']",[add_10]
"[[4, 40, 512, 128]]",[False],True,"(1,)",,size_5,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose'],[getitem_11]
[[1]],[True],True,"(1,)",,getitem_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_5'],[floordiv]
[[1]],[True],True,"(1,)",,floordiv,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_11'],[getitem_12]
"[[4, 40, 512, 128], [1]]","[False, True]",False,"(4, 40, 512, 64)",torch.float32,getitem_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose', 'floordiv']",[cat]
"[[4, 40, 512, 128]]",[False],True,"(1,)",,size_6,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose'],[getitem_13]
[[1]],[True],True,"(1,)",,getitem_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_6'],[floordiv_1]
[[1]],[True],True,"(1,)",,floordiv_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_13'],[getitem_14]
"[[4, 40, 512, 128], [1]]","[False, True]",False,"(4, 40, 512, 64)",torch.float32,getitem_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose', 'floordiv_1']",[neg]
"[[4, 40, 512, 64]]",[False],False,"(4, 40, 512, 64)",torch.float32,neg,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_14'],[cat]
"[[4, 40, 512, 64], [4, 40, 512, 64]]","[False, False]",True,"(4, 40, 512, 128)",torch.float32,cat,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['neg', 'getitem_12']",[mul_6]
"[[4, 40, 512, 128], [1, 1, 512, 128]]","[True, True]",True,"(4, 40, 512, 128)",torch.float32,mul_6,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['cat', 'unsqueeze_2']",[add_10]
"[[4, 40, 512, 128], [4, 40, 512, 128]]","[False, True]",False,"(4, 40, 512, 128)",torch.float32,add_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['mul_5', 'mul_6']","[matmul, getattr_15]"
"[[4, 8, 512, 128], [1, 1, 512, 128]]","[False, True]",False,"(4, 8, 512, 128)",torch.float32,mul_7,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose_1', 'unsqueeze_1']",[add_11]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_7,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_1'],[getitem_15]
[[1]],[True],True,"(1,)",,getitem_15,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_7'],[floordiv_2]
[[1]],[True],True,"(1,)",,floordiv_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_15'],[getitem_16]
"[[4, 8, 512, 128], [1]]","[False, True]",False,"(4, 8, 512, 64)",torch.float32,getitem_16,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose_1', 'floordiv_2']",[cat_1]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_8,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_1'],[getitem_17]
[[1]],[True],True,"(1,)",,getitem_17,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_8'],[floordiv_3]
[[1]],[True],True,"(1,)",,floordiv_3,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_17'],[getitem_18]
"[[4, 8, 512, 128], [1]]","[False, True]",False,"(4, 8, 512, 64)",torch.float32,getitem_18,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['transpose_1', 'floordiv_3']",[neg_1]
"[[4, 8, 512, 64]]",[False],False,"(4, 8, 512, 64)",torch.float32,neg_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_18'],[cat_1]
"[[4, 8, 512, 64], [4, 8, 512, 64]]","[False, False]",True,"(4, 8, 512, 128)",torch.float32,cat_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['neg_1', 'getitem_16']",[mul_8]
"[[4, 8, 512, 128], [1, 1, 512, 128]]","[True, True]",True,"(4, 8, 512, 128)",torch.float32,mul_8,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['cat_1', 'unsqueeze_2']",[add_11]
"[[4, 8, 512, 128], [4, 8, 512, 128]]","[False, True]",False,"(4, 8, 512, 128)",torch.float32,add_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['mul_7', 'mul_8']","[size_9, size_10, getitem_24, output]"
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_9,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['add_11'],[getitem_19]
[[1]],[True],True,"(1,)",,getitem_19,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_9'],[add_12]
[[1]],[True],True,"(1,)",,add_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_19'],[]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['add_11'],"[getitem_20, getitem_21, getitem_22, getitem_23]"
[[1]],[True],True,"(1,)",,getitem_20,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_10'],"[expand_1, reshape]"
[[1]],[True],True,"(1,)",,getitem_21,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_10'],"[expand_1, mul_9]"
[[1]],[True],True,"(1,)",,getitem_22,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_10'],"[expand_1, reshape]"
[[1]],[True],True,"(1,)",,getitem_23,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_10'],"[expand_1, reshape]"
"[[4, 8, 512, 128]]",[False],False,"(4, 8, 1, 512, 128)",torch.float32,getitem_24,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['add_11'],[expand_1]
"[[4, 8, 1, 512, 128], [1], [1], [1], [1]]","[False, True, True, True, True]",False,"(4, 8, 5, 512, 128)",torch.float32,expand_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['getitem_24', 'getitem_20', 'getitem_21', 'getitem_22', 'getitem_23']",[reshape]
[[1]],[True],True,"(1,)",,mul_9,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_21'],[reshape]
"[[4, 8, 5, 512, 128], [1], [1], [1], [1]]","[False, True, True, True, True]",True,"(4, 40, 512, 128)",torch.float32,reshape,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['expand_1', 'getitem_20', 'mul_9', 'getitem_22', 'getitem_23']",[transpose_3]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_2'],"[getitem_25, getitem_26, getitem_27, getitem_28]"
[[1]],[True],True,"(1,)",,getitem_25,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_11'],"[expand_2, reshape_1]"
[[1]],[True],True,"(1,)",,getitem_26,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_11'],"[expand_2, mul_10]"
[[1]],[True],True,"(1,)",,getitem_27,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_11'],"[expand_2, reshape_1]"
[[1]],[True],True,"(1,)",,getitem_28,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_11'],"[expand_2, reshape_1]"
"[[4, 8, 512, 128]]",[False],False,"(4, 8, 1, 512, 128)",torch.float32,getitem_29,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_2'],[expand_2]
"[[4, 8, 1, 512, 128], [1], [1], [1], [1]]","[False, True, True, True, True]",False,"(4, 8, 5, 512, 128)",torch.float32,expand_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['getitem_29', 'getitem_25', 'getitem_26', 'getitem_27', 'getitem_28']",[reshape_1]
[[1]],[True],True,"(1,)",,mul_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_26'],[reshape_1]
"[[4, 8, 5, 512, 128], [1], [1], [1], [1]]","[False, True, True, True, True]",True,"(4, 40, 512, 128)",torch.float32,reshape_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['expand_2', 'getitem_25', 'mul_10', 'getitem_27', 'getitem_28']",[matmul_1]
"[[4, 40, 512, 128]]",[True],False,"(4, 40, 128, 512)",torch.float32,transpose_3,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['reshape'],[matmul]
"[[4, 40, 512, 128], [4, 40, 128, 512]]","[False, False]",True,"(4, 40, 512, 512)",torch.float32,matmul,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['add_10', 'transpose_3']",[truediv]
"[[4, 40, 512, 512]]",[True],True,"(4, 40, 512, 512)",torch.float32,truediv,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['matmul'],"[size_12, add_13]"
"[[4, 40, 512, 512]]",[True],True,"(1,)",,size_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['truediv'],[ne]
"[[1], [1], [1], [1]]","[True, True, True, True]",True,"(1,)",,ne,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['size_12', 'getitem_3', 'getitem_4', 'add_9']",[]
"[[4, 1, 512, 512]]",[False],True,"(1,)",,size_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['expand'],[ne_1]
